code,EN,FR,DE,IT,PT,AR,RU,ES,JA,ZH
title,Basic health insurance - a variety of premiums for the same services,Assurance maladie de base - la valse des tarifs pour des prestations identiques,Krankenkassen-Grundversicherung – der Tarifdschungel für gleiche Leistungen,Assicurazione malattia di base - premi diversi per prestazioni identiche,Seguro básico de saúde - forte variação de tarifas para serviços idênticos,التأمين الصحي الأساسي - أسعار متباينة مقابل خدمات متطابقة,Обязательное медицинское страхование (ОМС) в Швейцарии – тарифные джунгли,Seguro médico – variedad de tarifas para prestaciones idénticas,,瑞士医疗保险基础险的不同价格
descr,"Monthly basic health insurance premiums for 2018 by canton and insurer. The cost is for one adult for standard insurance cover, including a CHF500 deductible and excluding accident cover. For cantons that have different regional premiums, the cantonal average by insurer was used. There are 52 insurers, the grey line represents the cantonal average. ","Tarifs mensuels de l'assurance maladie de base 2018 par canton et par assureur. Ces primes sont pour un adulte, sans couverture d'assurance accident, une franchise de 500.- et un modèle d'assurance standard.  Pour les cantons ayant différentes régions tarifaires, la moyenne cantonale par assureur a été calculée. Il y a 52 assureurs, la ligne grise correspond à la prime médiane cantonale. ","Monatliche Prämien für die Krankenkassen-Grundversicherung 2018 nach Kanton und Versicherer. Prämien für eine erwachsene Person ohne Unfalldeckung mit Franchise von 500 Fr. und Standard-Versicherungsmodell. Für Kantone mit verschiedenen Tarifregionen wurde das Kantonsmittel pro Versicherer ausgerechnet. Es gibt 52 Krankenkassen, die graue Linie entspricht der mittleren kantonalen Prämie.","Premi mensili dell'assicurazione malattia di base 2018 a seconda del cantone e dell'assicuratore. Si tratta dei premi per un adulto, senza copertura contro gli infortuni, con una franchigia di 500 franchi e un modello assicurativo standard. Per i cantoni che presentano diverse zone tariffarie è stata calcolata la media cantonale per assicuratore. Ci sono 52 assicuratori e la linea grigia corrisponde al premio mediano cantonale. ","Taxas mensais do seguro básico de saúde em 2018 por cantão e seguradora. Taxas para um adulto sem cobertura de acidente com franquia de 500 francos e o modelo básico de seguro. Para cantões com diferentes regiões tarifárias, a média cantonal por seguradora foi calculada. Existem 52 seguradoras. A linha cinza corresponde às tarifas médias cantonais.","الأسعار الشهرية للتأمين الصحي الأساسي في عام 2018 حسب الكانتونات وشركات التأمين. هذه الأقساط تتعلق بشخص بالغ ليس لديه تأمين على الحوادث، ويتحمل خصم تأمين مقداره 500
فرنك في السنة، وله نموذج تأميني عادي. بالنسبة للكانتونات التي يختلف فيها سعر التأمين حسب المناطق، تم احتساب معدل أقساط التأمين في الكانتون. هناك 52 شركة تأمين، والخط الرمادي يشير إلى متوسط الأقساط في الكانتونات.

","Ежемесячные страховые взносы в соответствии с индивидуальными планами ОМС в 2018 году — по кантонам и страховым компаниям. Взносы рассчитаны исходя из стандартного полиса ОМС, выданного совершеннолетнему застрахованному без покрытия несчастных случаев и с собственным финансовым участием (франшиза) в размере 500 франков. Для кантонов с различными тарифными зонами был рассчитан средний показатель. Всего в стране существуют 52 компании ОМС, серая линия показывает средний уровень страховых взносов в данном кантоне.","Tarifas mensuales de seguros médicos de base para 2018 por cantón y por empresa. Estas primas son para un adulto, sin cobertura por accidente y con una franquicia de 500 francos. Modelo estándar. Para los cantones con diferentes regiones tarifarias, ha sido calculado el promedio cantonal por empresa. Hay 52 aseguradoras, la línea gris corresponde a la prima cantonal promedio.",,2018年各州和不同保险公司针对一位成年人，自保金500瑞郎，不包括事故保险的每月基础保险费用：各州按人头计算出一个中间值，瑞士共有52家医疗保险公司，灰线代表各州的中间值。
ylab,Monthly premiums (CHF),Primes mensuelles (CHF),Monatliche Krankenkassenprämien (CHF),Premi mensili (CHF),Taxas mensais das seguradoras de saúde (CHF),أقساط التأمين الشهرية بالفرنك السويسري (CHF),Ежемесячные страховые взносы (CHF),Primas mensuales,,每月医疗保险费用(瑞郎)
source,Source,source,Quelle,Fonte,fonte,المصدر,Источник,Fuente,出典,来源
source.name,The Federal Office of Public Health (FOPH),L’Office fédéral de la santé publique (OFSP),Bundesamt für Gesundheit (BAG),Ufficio federale della sanità pubblica (UFSP),"Departamento Federal de Saúde (BAG, na sigla em alemão)",المكتب الفدرالي للصحة العمومية,Федеральное Ведомство здравоохранения (BAG),Oficina Federal de Salud Pública,,联邦卫生局(BAG)
source.url,https://opendata.swiss/en/dataset/health-insurance-premiums,https://opendata.swiss/en/dataset/health-insurance-premiums,https://opendata.swiss/en/dataset/health-insurance-premiums,https://opendata.swiss/en/dataset/health-insurance-premiums,https://opendata.swiss/en/dataset/health-insurance-premiums,https://opendata.swiss/en/dataset/health-insurance-premiums,https://opendata.swiss/en/dataset/health-insurance-premiums,https://opendata.swiss/en/dataset/health-insurance-premiums,https://opendata.swiss/en/dataset/health-insurance-premiums,https://opendata.swiss/en/dataset/health-insurance-premiums
code,Code,code,Code,Codice,código,الرمز,Код,código,コード,代码
code.name,ggiraph,ggiraph,ggiraph,ggiraph,ggiraph,ggiraph,ggiraph,ggiraph,ggiraph,ggiraph
code.url,https://github.com/davidgohel/ggiraph,https://github.com/davidgohel/ggiraph,https://github.com/davidgohel/ggiraph,https://github.com/davidgohel/ggiraph,https://github.com/davidgohel/ggiraph,https://github.com/davidgohel/ggiraph,https://github.com/davidgohel/ggiraph,https://github.com/davidgohel/ggiraph,https://github.com/davidgohel/ggiraph,https://github.com/davidgohel/ggiraph
